"Species";"Site";"Model";"Nb Occ.";"Sample Bias";"Boyce_pvalue";"cAUC_pvalue";"AUC_pvalue";"TSS_pvalue"
"Lanius excubitor";"Trondheim";"SRE";55;0,808;NA;0,0360768605553989;0,998400742864342;0,999371219529345
"Lissotriton vulgaris";"Trondheim";"ANN";16;-0,063;0,482464166187221;0,0829354895714198;0,278718953999815;0,69795182036616
"Lissotriton vulgaris";"Trondheim";"CTA";16;-0,063;0,954170226995769;0,867983555043052;0,976249882206016;0,987485662051245
"Lissotriton vulgaris";"Trondheim";"FDA";16;-0,063;0,645952577646308;0,999986406783052;0,999999141448787;0,999999894172341
"Lissotriton vulgaris";"Trondheim";"GAM";16;-0,063;NA;NA;NA;NA
"Lissotriton vulgaris";"Trondheim";"GBM";16;-0,063;NA;NA;NA;NA
"Lissotriton vulgaris";"Trondheim";"GLM";16;-0,063;0,210730032474594;0,990306081686119;0,998707634404773;0,997989765944982
"Lissotriton vulgaris";"Trondheim";"RF";16;-0,063;0,999249520591702;0,841875383813347;0,962573257664317;0,98355194176232
"Lissotriton vulgaris";"Trondheim";"SRE";16;-0,063;NA;0,13210539807202;0,413142332089047;0,500332660336989
"Loxia curvirostra";"Trondheim";"ANN";171;0,89;0,999996987938055;0,979430593483759;0,999999999999998;0,999999999999994
"Loxia curvirostra";"Trondheim";"CTA";171;0,89;0,973714990712036;0,970365486353064;0,999999999999531;0,999999999999991
"Loxia curvirostra";"Trondheim";"FDA";171;0,89;0,998864578526218;0,839174339952131;0,99999999999932;0,999999999999984
"Loxia curvirostra";"Trondheim";"GAM";171;0,89;0,999999878059862;0,40797498360973;0,999999998013049;0,999999999975217
"Loxia curvirostra";"Trondheim";"GBM";171;0,89;0,999999999914351;0,99289649922404;0,999999999999994;1
"Loxia curvirostra";"Trondheim";"GLM";171;0,89;0,999999999945072;0,987390526800293;0,999999999999999;1
"Loxia curvirostra";"Trondheim";"RF";171;0,89;0,999999999462713;0,987395767673869;0,999999999999934;1
"Loxia curvirostra";"Trondheim";"SRE";171;0,89;NA;0,302673166698454;0,999999999979449;0,999999999986097
"Loxia pytyopsittacus";"Trondheim";"ANN";34;-0,594;0,192201310027485;0,535980422944445;0,478352391304736;0,630164084244536
"Loxia pytyopsittacus";"Trondheim";"CTA";34;-0,594;0,886641155694571;0,968682543484968;0,954979547819929;0,888244236207646
"Loxia pytyopsittacus";"Trondheim";"FDA";34;-0,594;0,514976656744389;0,619650937027285;0,565914655046609;0,541747005563852
"Loxia pytyopsittacus";"Trondheim";"GAM";34;-0,594;0,988756009032352;0,954686013014664;0,937292701995179;0,844405921425146
"Loxia pytyopsittacus";"Trondheim";"GBM";34;-0,594;NA;NA;NA;NA
"Loxia pytyopsittacus";"Trondheim";"GLM";34;-0,594;0,796109233359786;0,773249533726434;0,754072348133;0,539716919798302
"Loxia pytyopsittacus";"Trondheim";"RF";34;-0,594;0,999999380290677;0,976687487517119;0,966135184869602;0,925004474909046
"Loxia pytyopsittacus";"Trondheim";"SRE";34;-0,594;NA;0,177173325912559;0,133996057973408;0,170282157832658
"Luscinia svecica";"Trondheim";"ANN";11;-0,14;0,358003941603252;0,888978944017634;0,90050102928341;0,987453343785436
"Luscinia svecica";"Trondheim";"CTA";11;-0,14;NA;0,575422098514972;0,607559234757296;0,739387443233486
"Luscinia svecica";"Trondheim";"FDA";11;-0,14;0,0866505910278068;0,778427632023175;0,795365771147905;0,868262269377503
"Luscinia svecica";"Trondheim";"GAM";11;-0,14;0,531734672079563;0,968158189139579;0,972627668765813;0,966677971573644
"Luscinia svecica";"Trondheim";"GBM";11;-0,14;NA;NA;NA;NA
"Luscinia svecica";"Trondheim";"GLM";11;-0,14;0,28644271455175;0,919627996329081;0,929262455818904;0,960347749854917
"Luscinia svecica";"Trondheim";"RF";11;-0,14;0,619028924766407;0,948932443091641;0,95583101867039;0,930350191970763
"Luscinia svecica";"Trondheim";"SRE";11;-0,14;NA;0,769616600290455;0,793918606466805;0,682873707646314
"Mergus merganser";"Trondheim";"ANN";155;0,582;0,931776469056038;0,0000287942945061864;0,988457276870932;0,948394740139519
"Mergus merganser";"Trondheim";"CTA";155;0,582;0,0941661543830521;0,000220271896341814;0,967456262457999;0,851677602616191
"Mergus merganser";"Trondheim";"FDA";155;0,582;0,575215975135789;0,0000102937677833256;0,99634079405945;0,965621508097647
"Mergus merganser";"Trondheim";"GAM";155;0,582;0,366048688414647;0,0000268160119506074;0,991390754710301;0,936528206148913
"Mergus merganser";"Trondheim";"GBM";155;0,582;0,982365867205867;0,0000537257968212046;0,998538049134106;0,982358005560638
"Mergus merganser";"Trondheim";"GLM";155;0,582;0,999891027423763;0,0000534084111564771;0,996624931685336;0,989783477053233
"Mergus merganser";"Trondheim";"RF";155;0,582;0,965288711456618;0,0000207374694342261;0,99709604302806;0,983634329685116
"Mergus merganser";"Trondheim";"SRE";155;0,582;NA;0,0111089426065685;0,999961946251457;0,999962702365601
"Mergus serrator";"Trondheim";"ANN";104;0,174;0,504253122091516;0,00105938303518822;0,992193485951866;0,96966139691059
"Mergus serrator";"Trondheim";"CTA";104;0,174;0,892458943709592;0,0000446219930691343;0,975204404281531;0,940690330030031
"Mergus serrator";"Trondheim";"FDA";104;0,174;0,983766886159165;0,00299576521908858;0,999996025153909;0,94187732691724
"Mergus serrator";"Trondheim";"GAM";104;0,174;0,0238719242611742;0,00000243859306103659;0,993237216695817;0,715771462565999
"Mergus serrator";"Trondheim";"GBM";104;0,174;0,819947226079003;0,00000780133603368369;0,999631779653082;0,910367470163724
"Mergus serrator";"Trondheim";"GLM";104;0,174;0,563232078157055;0,0000331012255269406;0,999895773734467;0,999530128565087
"Mergus serrator";"Trondheim";"RF";104;0,174;0,944479764161319;0,00000229612912307173;0,997747665276558;0,84795097497937
"Mergus serrator";"Trondheim";"SRE";104;0,174;NA;0,0144938512883328;0,999766915190373;0,999762663497044
"Motacilla alba";"Trondheim";"ANN";372;0,875;0,999204401796332;0,00000144404876538296;0,999507975572845;0,997887442634382
"Motacilla alba";"Trondheim";"CTA";372;0,875;0,999668982059322;0,000000000000190061100191472;0,904415880278318;0,993086871521521
"Motacilla alba";"Trondheim";"FDA";372;0,875;0,00320121734727853;0,000000000000000210374555654562;0,902366175172285;0,939688269165931
"Motacilla alba";"Trondheim";"GAM";372;0,875;0,377929057339145;0,000000000000000196526457587329;0,956944510681013;0,938159009278029
"Motacilla alba";"Trondheim";"GBM";372;0,875;0,985250716891406;0,000000000000000211330181610134;0,975374492306982;0,979526138966188
"Motacilla alba";"Trondheim";"GLM";372;0,875;0,811525190815485;0,0000000000000000278478170518876;0,958203345636783;0,97407434882403
"Motacilla alba";"Trondheim";"RF";372;0,875;0,96481230759475;0,000000000000000590221060534172;0,998741060366482;0,999505726515298
"Motacilla alba";"Trondheim";"SRE";372;0,875;NA;0,000000334242872437263;0,999999986787075;0,99999998766692
"Rana temporaria";"Trondheim";"ANN";22;0,344;0,0110631460563642;0,496178492980845;0,652756662252068;0,773194674275929
"Rana temporaria";"Trondheim";"CTA";22;0,344;0,567639201904369;0,0262501784467919;0,067042568281031;0,0450758574260221
"Rana temporaria";"Trondheim";"FDA";22;0,344;0,113782162455129;0,00851772608596707;0,0173888068225139;0,00230681183690742
"Rana temporaria";"Trondheim";"GAM";22;0,344;0,130813604289284;0,00167985711269934;0,00486801201932728;0,0113234448520277
"Rana temporaria";"Trondheim";"GBM";22;0,344;NA;NA;NA;NA
"Rana temporaria";"Trondheim";"GLM";22;0,344;0,393267459911549;0,00840425092454416;0,0236864074961041;0,0236526326953745
"Rana temporaria";"Trondheim";"RF";22;0,344;0,000106285227842797;0,00183773037720557;0,00499060916452118;0,000719053273592096
"Rana temporaria";"Trondheim";"SRE";22;0,344;0,00279321977369299;0,000000237168698502294;0,00000198413460776189;0,000152513786630117
