"Species";"Site";"Model";"Schoener_Cor";"Schoener_Uncor";"Schoener_pvalue";"Pearson_Cor";"Pearson_Uncor";"Pearson_pvalue";"RMSE_Cor";"RMSE_Uncor";"RMSE_pvalue"
"Fugiagrisbelgiumensis";"Grote Nete";"FDA";0,49234556638345;0,478900850971307;0,00000000191824669017661;0,767740154190703;0,771941032313879;0,999998644542746;253,504818758954;255,33684715347;0,000000000486907403285386
"Fugiagrisbelgiumensis";"Grote Nete";"GBM";0,49234556638345;0,478900850971307;0,00000000191824669017661;0,767740154190703;0,771941032313879;0,999998644542746;253,504818758954;255,33684715347;0,000000000486907403285386
"Fugiagrisbelgiumensis";"Grote Nete";"CTA";0,477388888761392;0,475803338327406;0,348211304019865;0,76527194344154;0,765297425611601;0,50520686704204;256,883433066276;258,123004885628;0,010533509384792
"Fugiagrisbelgiumensis";"Grote Nete";"SRE";0,339599177021305;0,342211017962624;0,988513625146031;0,744072698973489;0,745908910699624;0,993149544383653;290,678704695026;290,212391727766;0,993104329358893
"Fugiagrisbelgiumensis";"Grote Nete";"RF";0,418447757281234;0,421610726576682;0,954334759059563;0,797381020086504;0,80016786962357;0,988121095437122;259,468960592957;258,742994649861;0,884315265049809
"Alteragris belgiumensis";"Grote Nete";"GLM";0,837750173576998;0,815589998809019;0,00000000858418057849304;0,883237463921219;0,842988379117972;0,0000000000000236932578148222;259,263940731546;292,129804527892;0
"Alteragris belgiumensis";"Grote Nete";"GAM";0,85199433687078;0,835115425574819;0,0000031912510169176;0,897459883740205;0,859980242947877;0,0000000000000118027959404909;248,185719519663;281,645775370769;0
"Alteragris belgiumensis";"Grote Nete";"ANN";0,834689874575945;0,826530395775638;0,00278502508132364;0,872533075537278;0,834842019906165;0,000000000765571218928894;262,825733352148;293,079645551435;0
"Alteragris belgiumensis";"Grote Nete";"FDA";0,840788291953683;0,820921470031519;0,0000000000326085419349563;0,856360550305784;0,792331352331131;0,0000000000000000977530911603502;267,819586232802;305,126692228017;0
"Alteragris belgiumensis";"Grote Nete";"GBM";0,840788291953683;0,820921470031519;0,0000000000326085419349563;0,856360550305784;0,792331352331131;0,0000000000000000977530911603502;267,819586232802;305,126692228017;0
"Alteragris belgiumensis";"Grote Nete";"CTA";0,839206688213437;0,832670674352128;0,0802729428251774;0,818812851491798;0,793027341514166;0,00000633079067458385;275,93426009639;296,952019261277;0,0000000000000843769498715119
"Alteragris belgiumensis";"Grote Nete";"SRE";0,730489633395295;0,720171172220925;0,000106748478631012;0,716545002889735;0,713285244295134;0,0720953122627471;356,067453952479;360,077608501158;0,00105498257953418
"Alteragris belgiumensis";"Grote Nete";"RF";0,744009385326942;0,710290280261885;0,0000000000000000000000000048124831197421;0,762042620818913;0,696723944688317;0,000000000000000000000000000000000319320765053527;315,698640838467;355,335028872162;0
"Philocourdos norwayensis";"Trondheim";"GLM";0,902073012083456;0,804892787956986;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000205911188516775;0,980751983205995;0,907570136034729;0,00000000000000000000000000000000000000000000000000000000000000121765205317556;111,775429217101;199,984291727278;0
"Philocourdos norwayensis";"Trondheim";"GAM";0,880026716253955;0,7730352818136;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000294118293586635;0,966800044925648;0,884134655676575;0,00000000000000000000000000000000000000000000000000000000000000000000000848830568256416;128,667685713937;217,180652740076;0
"Philocourdos norwayensis";"Trondheim";"ANN";0,848587545551087;0,79784209598101;0,000000000000000000000000016320343406356;0,945941628112044;0,879843895184288;0,000000000000000000000000000000000000149581019301352;152,40521316391;212,222104300059;0
"Philocourdos norwayensis";"Trondheim";"FDA";0,866266904810995;0,794796576050586;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000346281824542974;0,944191606695031;0,839251886876826;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160037714483824;147,298287561132;234,813131969178;0
