"Species";"Site";"Model";"Nb Occ.";"Sample Bias";"Schoener_Cor_Cor";"Schoener_Uncor_Cor";"Pearson_Cor_Cor";"Pearson_Uncor_Cor";"Spearman_Cor_Cor";"Spearman_Uncor_Cor";"ROI_Schoener";"ROI_Pearson";"ROI_Spearman";"Schoener_pvalue"
"Rana temporaria";"Trondheim";"ANN";22;0,344;0,802918291085138;0,657346614652875;0,827871459396523;0,476731869994482;0,774078113060133;0,561305144864901;0,181303226054951;0,19210299914523;0,11993438543031;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000334667456387964
"Alcedo atthis";"Grote Nete";"CTA";193;-0,947;0,818107061920247;0,800389428926434;0,693472506293983;0,679439350935064;0,653452820967009;0,642575996027614;0,0216568635310717;0,00828661540518805;0,00657824934674217;0,00000119564363008085
"Anthus trivialis";"Grote Nete";"CTA";99;-0,944;0,664454967408875;0,674924159832078;0,417061370299756;0,409968348248684;0,355049376477373;0,346154144953008;-0,0157560601345621;0,00500544450631067;0,00656450730045628;0,946571180768922
"Castor fiber";"Grote Nete";"CTA";41;-0,665;0,841226992168704;0,829307192283273;0,854617369235415;0,854451476992019;0,86108507029193;0,868476022053765;0,0141695404408046;0,0000894482312887332;-0,00397131323001593;0,0133241109641257
"Dryocopus martius";"Grote Nete";"CTA";246;-0,941;0,835586927858268;0,830419174759902;0,732054608234751;0,733027028043062;0,708080467699521;0,717729740365989;0,00618457867885973;-0,000561425606149033;-0,00564919091865986;0,0438612110201011
"Lullula arborea";"Grote Nete";"CTA";83;-0,945;0,660716193306234;0,669521892070999;0,439917681586754;0,438171501110904;0,2845347131586;0,289339310255367;-0,0133275055976773;0,00121269465482675;-0,00374034041085056;0,923501951225559
"Luscinia megarhynchos";"Grote Nete";"CTA";70;-0,891;0,741343997376055;0,724172988672116;0,506097425025107;0,498652343247392;0,441881838095057;0,457315414626312;0,0231619987006227;0,00494329361036578;-0,0107037734462659;0,00203366713364843
"Luscinia svecica";"Grote Nete";"CTA";55;-0,726;0,697673381914603;0,702472986118133;0,659993338892593;0,656179377230924;0,60272038019553;0,596490087994293;-0,00687944291404497;0,00229757648558628;0,00388732325252905;0,813229611286747
"Oriolus oriolus";"Grote Nete";"CTA";65;-0,855;0,7133476090711;0,687239517341486;0,478128954123257;0,417426882616954;0,485396361528021;0,43204341722385;0,0365993961395783;0,0410668306963166;0,0359183216587975;0,00000000181594417497525
"Phoenicurus phoenicurus";"Grote Nete";"CTA";63;-0,588;0,70243961848383;0,686952980650041;0,380315331322564;0,301489120209302;0,338679185713521;0,285703437238912;0,0220469310475633;0,0571073937414966;0,0395731472035797;0,0138050641342264
"Poecile montanus";"Grote Nete";"CTA";107;-0,796;0,79825313020297;0,802365330452827;0,651665648047123;0,654350857830547;0,621569361775704;0,640305616727267;-0,00515149905996818;-0,00162575869189952;-0,0115543962492276;0,725043728853062
"Sciurus vulgaris";"Grote Nete";"CTA";192;0,1;0,806640295292139;0,783616049000522;0,354623986993632;0,30211321295381;0,348108436005094;0,290421233756306;0,0285433872148411;0,0387640958258539;0,0427912182047722;0,00000134872783393696
"Epidalea calamita";"Thau";"CTA";58;0,199;0,687639788383428;0,664638621232746;0,291490882587488;0,244911179142808;0,293026158121331;0,258395236626857;0,0334494419014872;0,0360666142306462;0,0267828467946776;0,000000199897431403719
"Natrix natrix";"Thau";"CTA";14;-0,459;0,658405527223717;0,690569071370393;0,394570466398516;0,42844515836617;0,394282484703012;0,42701093992089;-0,0488506593835855;-0,0242904125563021;-0,0234733316791612;0,999987824376755
"Plecotus austriacus";"Thau";"CTA";50;0,053;0,742102922738902;0,722303664316857;0,46880566248515;0,390494983579946;0,4945402615521;0,408797057130605;0,0266799359163977;0,0533158884836443;0,0573709565592097;0,00000766151588760762
"Rhinolophus ferrumequinum";"Thau";"CTA";35;-0,242;0,811632391306191;0,810086401929148;0,689013998053044;0,679688378344828;0,676912281736035;0,671684073280777;0,00190479014095978;0,00552133950278987;0,00311775905764464;0,387105890296504
"Tarentola mauritanica";"Thau";"CTA";93;0,743;0,699218059599302;0,6709429393908;0,476501326165758;0,403360596409665;0,471489278910408;0,383420541817091;0,0404382006733427;0,0495365147730873;0,0598500705071591;0,00000000168667040066139
"Timon lepidus";"Thau";"CTA";51;0,551;0,806782672125001;0,770289092912146;0,724396186811035;0,653473959464571;0,763359892269892;0,695601253860367;0,04523346927709;0,0411287312561404;0,0384258702415549;0,0000000000000808210672127928
"Triturus marmoratus";"Thau";"CTA";20;0,302;0,783288929988829;0,732428076622509;0,692843251232805;0,596641177264678;0,712258691413;0,637535556244476;0,0649324296808911;0,0568286956858342;0,043640096875117;0,00000000000000137237705346472
"Accipiter gentilis";"Trondheim";"CTA";200;0,833;0,759079503229773;0,750976089607866;0,552332818218385;0,563736723245119;0,51241396118753;0,537532910057089;0,0106753160735191;-0,00734630157456941;-0,0166085142786149;0,0306982705106497
"Accipiter nisus";"Trondheim";"CTA";309;0,945;0,776278013938493;0,75537222448307;0,564991724763487;0,580753979636429;0,515741164862299;0,544584165367852;0,0269308019550325;-0,0100717816097873;-0,0190289748501837;0,000000303177342389485
"Actitis hypoleucos";"Trondheim";"CTA";165;0,745;0,768924502535885;0,715685290705734;0,70016143106293;0,603541570543107;0,614300937400615;0,482332624129994;0,0692385424766288;0,0568298155425261;0,0817495116388391;0,00000000000000000000000000000000000313953545724501
"Aegithalos caudatus";"Trondheim";"CTA";146;0,363;0,761122428006028;0,735237524894341;0,656082429841437;0,63612687381419;0,596205404759319;0,587190976584518;0,0340088560778591;0,0120498567388086;0,00564741113388225;0,000161595058918906
"Alauda arvensis";"Trondheim";"CTA";42;0,781;0,750951730637843;0,59814573298277;0,792728106798453;0,585776086062337;0,789770222131312;0,560641032573796;0,203483115386502;0,115439714450454;0,128021567642723;0,00000000000000000000000000000000000000000000000000000000000000000123824353611791
"Anas penelope";"Trondheim";"CTA";81;0,739;0,618275795647299;0,615706270059832;0,542896766945066;0,532410432585111;0,501412006275122;0,506512179606885;0,00415595371120155;0,00679652364604894;-0,00339691790824036;0,3368894927268
"Anthus pratensis";"Trondheim";"CTA";169;0,886;0,76673101589448;0,761774419333407;0,465762823665972;0,395449326692122;0,456001595405404;0,385975760628577;0,00646458335233751;0,0479705828518636;0,048094614042871;0,16088713487775
"Anthus trivialis";"Trondheim";"CTA";150;0,477;0,792662455099324;0,691395616531224;0,406783379426354;0,0558949085396347;0,423439942950036;0,0596145457514502;0,127755311124723;0,249426085080563;0,255595888678358;0,0000000000000000000000000000000000000000000000000000000201151892288702
"Asio flammeus";"Trondheim";"CTA";16;0,1;0,712326682135867;0,671427732597727;0,585092351363452;0,448313449877826;0,575707183924464;0,419678877254908;0,0574160010621915;0,0862908090925888;0,0990211304875507;0,000000712334700783279
"Aythya fuligula";"Trondheim";"CTA";113;0,288;0,797959500375018;0,716399073026384;0,724347280694917;0,537324653602391;0,690417639522505;0,472434546734386;0,10221123667342;0,108459954202007;0,128952211389425;0,000000000000000000000000495044809300933
"Bombycilla garrulus";"Trondheim";"CTA";445;0,893;0,803595589394944;0,754439755564361;0,710853251266477;0,656847420842068;0,66721269563033;0,627800974989009;0,0611698651402431;0,0315666059519895;0,0236392877433196;0,00000000000000000000000000000000000000000000000445092665294506
"Bucephala clangula";"Trondheim";"CTA";277;0,688;0,752222133904435;0,663320601869132;0,620833708997884;0,446625695658778;0,58851978136183;0,317327239452061;0,118185211559591;0,107480497457579;0,170720280031563;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016903714478917
"Calidris pugnax";"Trondheim";"CTA";23;0,154;0,813191734982101;0,838496697733011;0,855730261662795;0,879859121680992;0,86196765912835;0,883766890563612;-0,0311180766630231;-0,0130023530448749;-0,0117076316166881;0,997924662713422
"Carduelis flammea";"Trondheim";"CTA";366;0,89;0,826050799910149;0,791652558806027;0,629163447815981;0,653196280549746;0,596732697424469;0,643608346587308;0,0416417986737181;-0,0147516400309512;-0,0293572300726663;0,000000000000687700217856916
"Certhia familiaris";"Trondheim";"CTA";216;0,877;0,905156260106691;0,814116795525991;0,828555063260938;0,718535417041178;0,786854668816222;0,725964724820654;0,100578727224367;0,0601675325125609;0,0340766068210277;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000471841885262571
"Charadrius hiaticula";"Trondheim";"CTA";45;0,842;0,76615487207232;0,622096079326416;0,683591745457378;0,445342473016945;0,696352974947988;0,440804935109151;0,188028292969343;0,14151249736361;0,150645557624393;0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000711316164113617
"Cinclus cinclus";"Trondheim";"CTA";135;0,73;0,788313564962708;0,660412461204901;0,697426307832678;0,429225280584188;0,587182859390263;0,278009104034338;0,162246483433096;0,158004518965502;0,194794036192338;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000213213237376652
"Coccothraustes coccothraustes";"Trondheim";"CTA";150;0,502;0,68525813086675;0,689164103921553;0,578628323204932;0,616729824649487;0,584999528756886;0,622183008240726;-0,00570000249374977;-0,0241358278478125;-0,0234596154820329;0,787253102298315
"Cygnus cygnus";"Trondheim";"CTA";194;0,944;0,744817322525166;0,747615104780998;0,600166172662998;0,61422734452088;0,566123284184313;0,583656507504053;-0,00375633349442908;-0,008787319778471;-0,0111953021175287;0,732305434485278
"Delichon urbicum";"Trondheim";"CTA";109;0,841;0,759239556379414;0,739502354417564;0,62120240376518;0,633590753474628;0,49391283835968;0,519173659304071;0,0259960137693187;-0,00764145777274722;-0,0169091665161186;0,000160777719457976
"Dendrocopos major";"Trondheim";"CTA";485;0,828;0,806714440119265;0,797047534887427;0,67017436275838;0,662436842689907;0,606923285899659;0,608583038812539;0,0119830571402796;0,00463276184870597;-0,0010328762595221;0,011900084522913
